fold,train_acc,test_acc
0,0.828527829090033,0.7838288169779882
1,0.6791760357705926,0.6839542970690512
2,0.7760096043321668,0.5945664619548247
3,0.7674430722734615,0.6753422016579911
4,0.7293058939902048,0.6296701792801424
